Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
mens-premium-graphic-t-shirt,,,,,,,,M,,Sage Green,UV-M-PREMIUM-GRAPHIC-T-SHIRT-SAG-M,300,shopify,50,deny,manual,1499,2199,true,true,,,,
mens-premium-graphic-t-shirt,,,,,,,,L,,Sage Green,UV-M-PREMIUM-GRAPHIC-T-SHIRT-SAG-L,300,shopify,50,deny,manual,1499,2199,true,true,,,,
mens-premium-graphic-t-shirt,,,,,,,,XL,,Sage Green,UV-M-PREMIUM-GRAPHIC-T-SHIRT-SAG-XL,300,shopify,50,deny,manual,1499,2199,true,true,,,,
mens-premium-graphic-t-shirt,,,,,,,,XXL,,Sage Green,UV-M-PREMIUM-GRAPHIC-T-SHIRT-SAG-XXL,300,shopify,50,deny,manual,1499,2199,true,true,,,,
mens-casual-oversized-hoodie,Casual Oversized Hoodie,"The cornerstone of streetwear. Our Casual Oversized Hoodie is engineered from ultra-dense 420 GSM French Terry cotton. Features a double-lined hood (drawstring-free for a clean profile), heavy kangaroo pocket, and secure ribbed cuffs.",Urban Vogue,Hoodie,"Men, Hoodie, Essentials, New Arrivals, Trending Now",true,Size,XS,Color,Midnight Black,UV-M-CASUAL-OVERSIZED-HOODIE-MID-XS,300,shopify,50,deny,manual,3499,4999,true,true,assets/mens_oversized_hoodie.png,1,Casual Oversized Hoodie,active
mens-casual-oversized-hoodie,,,,,,,,S,,Midnight Black,UV-M-CASUAL-OVERSIZED-HOODIE-MID-S,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,M,,Midnight Black,UV-M-CASUAL-OVERSIZED-HOODIE-MID-M,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,L,,Midnight Black,UV-M-CASUAL-OVERSIZED-HOODIE-MID-L,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,XL,,Midnight Black,UV-M-CASUAL-OVERSIZED-HOODIE-MID-XL,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,XXL,,Midnight Black,UV-M-CASUAL-OVERSIZED-HOODIE-MID-XXL,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,XS,,Coral Red,UV-M-CASUAL-OVERSIZED-HOODIE-COR-XS,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,S,,Coral Red,UV-M-CASUAL-OVERSIZED-HOODIE-COR-S,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,M,,Coral Red,UV-M-CASUAL-OVERSIZED-HOODIE-COR-M,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,L,,Coral Red,UV-M-CASUAL-OVERSIZED-HOODIE-COR-L,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,XL,,Coral Red,UV-M-CASUAL-OVERSIZED-HOODIE-COR-XL,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,XXL,,Coral Red,UV-M-CASUAL-OVERSIZED-HOODIE-COR-XXL,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,XS,,Soft Ivory,UV-M-CASUAL-OVERSIZED-HOODIE-SOF-XS,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,S,,Soft Ivory,UV-M-CASUAL-OVERSIZED-HOODIE-SOF-S,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,M,,Soft Ivory,UV-M-CASUAL-OVERSIZED-HOODIE-SOF-M,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,L,,Soft Ivory,UV-M-CASUAL-OVERSIZED-HOODIE-SOF-L,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,XL,,Soft Ivory,UV-M-CASUAL-OVERSIZED-HOODIE-SOF-XL,300,shopify,50,deny,manual,3499,4999,true,true,,,,
mens-casual-oversized-hoodie,,,,,,,,XXL,,Soft Ivory,UV-M-CASUAL-OVERSIZED-HOODIE-SOF-XXL,300,shopify,50,deny,manual,3499,4999,true,true,,,,
womens-oversized-fashion-tee,Oversized Fashion Tee,A perfect blend of luxury comfort and relaxed style. This Women's Oversized Fashion Tee is crafted from 240 GSM organic cotton with dropped shoulders and a wider neck rib. A premium streetwear basic for everyday wear.,Urban Vogue,T-Shirt,"Women, T-Shirt, Essentials, Best Sellers, Trending Now",true,Size,XS,Color,Soft Ivory,UV-WOM-OVERSIZED-FASHION-TEE-SOF-XS,300,shopify,50,deny,manual,1499,1999,true,true,assets/womens_fashion_tee.png,1,Oversized Fashion Tee,active
womens-oversized-fashion-tee,,,,,,,,S,,Soft Ivory,UV-WOM-OVERSIZED-FASHION-TEE-SOF-S,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,M,,Soft Ivory,UV-WOM-OVERSIZED-FASHION-TEE-SOF-M,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,L,,Soft Ivory,UV-WOM-OVERSIZED-FASHION-TEE-SOF-L,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,XL,,Soft Ivory,UV-WOM-OVERSIZED-FASHION-TEE-SOF-XL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,XXL,,Soft Ivory,UV-WOM-OVERSIZED-FASHION-TEE-SOF-XXL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,XS,,Sunset Peach,UV-WOM-OVERSIZED-FASHION-TEE-SUN-XS,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,S,,Sunset Peach,UV-WOM-OVERSIZED-FASHION-TEE-SUN-S,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,M,,Sunset Peach,UV-WOM-OVERSIZED-FASHION-TEE-SUN-M,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,L,,Sunset Peach,UV-WOM-OVERSIZED-FASHION-TEE-SUN-L,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,XL,,Sunset Peach,UV-WOM-OVERSIZED-FASHION-TEE-SUN-XL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,XXL,,Sunset Peach,UV-WOM-OVERSIZED-FASHION-TEE-SUN-XXL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,XS,,Sage Green,UV-WOM-OVERSIZED-FASHION-TEE-SAG-XS,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,S,,Sage Green,UV-WOM-OVERSIZED-FASHION-TEE-SAG-S,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,M,,Sage Green,UV-WOM-OVERSIZED-FASHION-TEE-SAG-M,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,L,,Sage Green,UV-WOM-OVERSIZED-FASHION-TEE-SAG-L,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,XL,,Sage Green,UV-WOM-OVERSIZED-FASHION-TEE-SAG-XL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-oversized-fashion-tee,,,,,,,,XXL,,Sage Green,UV-WOM-OVERSIZED-FASHION-TEE-SAG-XXL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
womens-summer-coord-set,Summer Co-Ord Set,Effortless summer coordination. This Summer Co-Ord Set includes a relaxed crop shirt and matching high-waisted shorts made from a premium breathable linen-cotton blend. Perfect for beach strolls or casual cafe outings.,Urban Vogue,Co-Ord Set,"Women, Set, Summer, New Arrivals, Sale",true,Size,XS,Color,Coral Red,UV-WOM-SUMMER-COORD-SET-COR-XS,300,shopify,50,deny,manual,2999,4499,true,true,assets/womens_coord_set.png,1,Summer Co-Ord Set,active
womens-summer-coord-set,,,,,,,,S,,Coral Red,UV-WOM-SUMMER-COORD-SET-COR-S,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,M,,Coral Red,UV-WOM-SUMMER-COORD-SET-COR-M,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,L,,Coral Red,UV-WOM-SUMMER-COORD-SET-COR-L,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,XL,,Coral Red,UV-WOM-SUMMER-COORD-SET-COR-XL,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,XXL,,Coral Red,UV-WOM-SUMMER-COORD-SET-COR-XXL,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,XS,,Soft Ivory,UV-WOM-SUMMER-COORD-SET-SOF-XS,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,S,,Soft Ivory,UV-WOM-SUMMER-COORD-SET-SOF-S,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,M,,Soft Ivory,UV-WOM-SUMMER-COORD-SET-SOF-M,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,L,,Soft Ivory,UV-WOM-SUMMER-COORD-SET-SOF-L,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,XL,,Soft Ivory,UV-WOM-SUMMER-COORD-SET-SOF-XL,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,XXL,,Soft Ivory,UV-WOM-SUMMER-COORD-SET-SOF-XXL,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,XS,,Sage Green,UV-WOM-SUMMER-COORD-SET-SAG-XS,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,S,,Sage Green,UV-WOM-SUMMER-COORD-SET-SAG-S,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,M,,Sage Green,UV-WOM-SUMMER-COORD-SET-SAG-M,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,L,,Sage Green,UV-WOM-SUMMER-COORD-SET-SAG-L,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,XL,,Sage Green,UV-WOM-SUMMER-COORD-SET-SAG-XL,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-summer-coord-set,,,,,,,,XXL,,Sage Green,UV-WOM-SUMMER-COORD-SET-SAG-XXL,300,shopify,50,deny,manual,2999,4499,true,true,,,,
womens-relaxed-fit-sweatshirt,Relaxed Fit Sweatshirt,"A cozy, minimalist wardrobe essential. Features a loose drop-shoulder silhouette, heavyweight French Terry fabric, and double-stitched seam details. Cozy comfort meets high streetwear aesthetics.",Urban Vogue,Sweatshirt,"Women, Sweatshirt, Essentials, Trending Now, Sale",true,Size,XS,Color,Charcoal Black,UV-WOM-RELAXED-FIT-SWEATSHIRT-CHA-XS,300,shopify,50,deny,manual,2499,3499,true,true,assets/womens_sweatshirt.png,1,Relaxed Fit Sweatshirt,active
womens-relaxed-fit-sweatshirt,,,,,,,,S,,Charcoal Black,UV-WOM-RELAXED-FIT-SWEATSHIRT-CHA-S,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,M,,Charcoal Black,UV-WOM-RELAXED-FIT-SWEATSHIRT-CHA-M,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,L,,Charcoal Black,UV-WOM-RELAXED-FIT-SWEATSHIRT-CHA-L,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,XL,,Charcoal Black,UV-WOM-RELAXED-FIT-SWEATSHIRT-CHA-XL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,XXL,,Charcoal Black,UV-WOM-RELAXED-FIT-SWEATSHIRT-CHA-XXL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,XS,,Soft Ivory,UV-WOM-RELAXED-FIT-SWEATSHIRT-SOF-XS,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,S,,Soft Ivory,UV-WOM-RELAXED-FIT-SWEATSHIRT-SOF-S,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,M,,Soft Ivory,UV-WOM-RELAXED-FIT-SWEATSHIRT-SOF-M,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,L,,Soft Ivory,UV-WOM-RELAXED-FIT-SWEATSHIRT-SOF-L,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,XL,,Soft Ivory,UV-WOM-RELAXED-FIT-SWEATSHIRT-SOF-XL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,XXL,,Soft Ivory,UV-WOM-RELAXED-FIT-SWEATSHIRT-SOF-XXL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,XS,,Sunset Peach,UV-WOM-RELAXED-FIT-SWEATSHIRT-SUN-XS,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,S,,Sunset Peach,UV-WOM-RELAXED-FIT-SWEATSHIRT-SUN-S,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,M,,Sunset Peach,UV-WOM-RELAXED-FIT-SWEATSHIRT-SUN-M,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,L,,Sunset Peach,UV-WOM-RELAXED-FIT-SWEATSHIRT-SUN-L,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,XL,,Sunset Peach,UV-WOM-RELAXED-FIT-SWEATSHIRT-SUN-XL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
womens-relaxed-fit-sweatshirt,,,,,,,,XXL,,Sunset Peach,UV-WOM-RELAXED-FIT-SWEATSHIRT-SUN-XXL,300,shopify,50,deny,manual,2499,3499,true,true,,,,
kids-printed-t-shirt,Kids Printed T-Shirt,"Add a playful pop to their wardrobe with the Kids Printed Tee. Made from 100% hypoallergenic organic cotton (180 GSM), this tee is incredibly soft on children's skin while remaining highly durable for active play. Features a vibrant water-based print.",Urban Vogue,T-Shirt,"Kids, T-Shirt, Organic, New Arrivals",true,Size,XS,Color,Soft Ivory,UV-K-PRINTED-T-SHIRT-SOF-XS,300,shopify,50,deny,manual,899,1299,true,true,assets/kids_printed_tee.png,1,Kids Printed T-Shirt,active
kids-printed-t-shirt,,,,,,,,S,,Soft Ivory,UV-K-PRINTED-T-SHIRT-SOF-S,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,M,,Soft Ivory,UV-K-PRINTED-T-SHIRT-SOF-M,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,L,,Soft Ivory,UV-K-PRINTED-T-SHIRT-SOF-L,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,XL,,Soft Ivory,UV-K-PRINTED-T-SHIRT-SOF-XL,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,XXL,,Soft Ivory,UV-K-PRINTED-T-SHIRT-SOF-XXL,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,XS,,Sunset Peach,UV-K-PRINTED-T-SHIRT-SUN-XS,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,S,,Sunset Peach,UV-K-PRINTED-T-SHIRT-SUN-S,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,M,,Sunset Peach,UV-K-PRINTED-T-SHIRT-SUN-M,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,L,,Sunset Peach,UV-K-PRINTED-T-SHIRT-SUN-L,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,XL,,Sunset Peach,UV-K-PRINTED-T-SHIRT-SUN-XL,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,XXL,,Sunset Peach,UV-K-PRINTED-T-SHIRT-SUN-XXL,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,XS,,Sage Green,UV-K-PRINTED-T-SHIRT-SAG-XS,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,S,,Sage Green,UV-K-PRINTED-T-SHIRT-SAG-S,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,M,,Sage Green,UV-K-PRINTED-T-SHIRT-SAG-M,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,L,,Sage Green,UV-K-PRINTED-T-SHIRT-SAG-L,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,XL,,Sage Green,UV-K-PRINTED-T-SHIRT-SAG-XL,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-printed-t-shirt,,,,,,,,XXL,,Sage Green,UV-K-PRINTED-T-SHIRT-SAG-XXL,300,shopify,50,deny,manual,899,1299,true,true,,,,
kids-casual-hoodie,Kids Casual Hoodie,"Keep your little ones cozy and stylish. This Kids Casual Hoodie is built from a soft-brushed organic cotton fleece blend. Features a comfortable hood, spacious front pockets, and elastic cuffs that offer ease of movement.",Urban Vogue,Hoodie,"Kids, Hoodie, Fleece, Trending Now",true,Size,XS,Color,Coral Red,UV-K-CASUAL-HOODIE-COR-XS,300,shopify,50,deny,manual,1799,2499,true,true,assets/kids_casual_hoodie.png,1,Kids Casual Hoodie,active
kids-casual-hoodie,,,,,,,,S,,Coral Red,UV-K-CASUAL-HOODIE-COR-S,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,M,,Coral Red,UV-K-CASUAL-HOODIE-COR-M,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,L,,Coral Red,UV-K-CASUAL-HOODIE-COR-L,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,XL,,Coral Red,UV-K-CASUAL-HOODIE-COR-XL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,XXL,,Coral Red,UV-K-CASUAL-HOODIE-COR-XXL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,XS,,Midnight Black,UV-K-CASUAL-HOODIE-MID-XS,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,S,,Midnight Black,UV-K-CASUAL-HOODIE-MID-S,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,M,,Midnight Black,UV-K-CASUAL-HOODIE-MID-M,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,L,,Midnight Black,UV-K-CASUAL-HOODIE-MID-L,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,XL,,Midnight Black,UV-K-CASUAL-HOODIE-MID-XL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,XXL,,Midnight Black,UV-K-CASUAL-HOODIE-MID-XXL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,XS,,Soft Ivory,UV-K-CASUAL-HOODIE-SOF-XS,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,S,,Soft Ivory,UV-K-CASUAL-HOODIE-SOF-S,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,M,,Soft Ivory,UV-K-CASUAL-HOODIE-SOF-M,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,L,,Soft Ivory,UV-K-CASUAL-HOODIE-SOF-L,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,XL,,Soft Ivory,UV-K-CASUAL-HOODIE-SOF-XL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-casual-hoodie,,,,,,,,XXL,,Soft Ivory,UV-K-CASUAL-HOODIE-SOF-XXL,300,shopify,50,deny,manual,1799,2499,true,true,,,,
kids-matching-set,Kids Matching Set,"The ultimate lounge and play combo. This set features a matching crewneck sweatshirt and joggers, crafted from breathable organic loopback cotton. Includes an elastic waistband with drawcords and side pockets.",Urban Vogue,Matching Set,"Kids, Set, Lounge, New Arrivals, Sale",true,Size,XS,Color,Charcoal Black,UV-K-MATCHING-SET-CHA-XS,300,shopify,50,deny,manual,1999,2999,true,true,assets/kids_matching_set.png,1,Kids Matching Set,active
kids-matching-set,,,,,,,,S,,Charcoal Black,UV-K-MATCHING-SET-CHA-S,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,M,,Charcoal Black,UV-K-MATCHING-SET-CHA-M,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,L,,Charcoal Black,UV-K-MATCHING-SET-CHA-L,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,XL,,Charcoal Black,UV-K-MATCHING-SET-CHA-XL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,XXL,,Charcoal Black,UV-K-MATCHING-SET-CHA-XXL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,XS,,Soft Ivory,UV-K-MATCHING-SET-SOF-XS,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,S,,Soft Ivory,UV-K-MATCHING-SET-SOF-S,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,M,,Soft Ivory,UV-K-MATCHING-SET-SOF-M,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,L,,Soft Ivory,UV-K-MATCHING-SET-SOF-L,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,XL,,Soft Ivory,UV-K-MATCHING-SET-SOF-XL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,XXL,,Soft Ivory,UV-K-MATCHING-SET-SOF-XXL,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,XS,,Sunset Peach,UV-K-MATCHING-SET-SUN-XS,300,shopify,50,deny,manual,1999,2999,true,true,,,,
kids-matching-set,,,,,,,,S,,Sunset Peach,UV-K-MATCHING-SET-SUN-S,300,shopify,50,deny,manual,1999,2999,true,true,,,,
